,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
17,29,67,28,45,433,274,504,10,66,495,39,399,261,483,262,332,344,130,516,465,392,76,131,189,21,290,180,486,295,95,516,126,306,55,11,490,72,331,418,46,441,72,227,279,500,487,163,54,433,505,375,65,272,161,401,505,331,28,358,55,513,193,39,10,254,468,51,511,65,498,112,9,451,337,129,492,8,172,41,507,241,377,47,241,415,329,45,21,164,261,370,343,492,501,486,252,320,217,69,422
